tbl,year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2003,2,30666,"Bellingham, WA",10666,BLI,9,102300,0,150.66,0.1694,1,30200,0,103.2,0.2903,8,72100,0,170.53,0.1422,2003210666BLI
Table 7,2011,2,30466,"Phoenix, AZ",14107,PHX,152,47180600,0.8715,193.1,-0.0797,30,17363700,0.9587,145.77,-0.0911,122,29816900,0.8208,220.67,-0.0752,2011214107PHX
Table 7,1998,4,31714,"Fort Myers, FL",14635,RSW,88,9189100,0.2565,150.92,-0.1877,9,726500,0.6822,125.46,-0.1691,79,8462600,0.22,153.11,-0.189,1998414635RSW
Table 7,2003,1,32206,"Harlingen/San Benito, TX",12206,HRL,25,1400000,0.962,129.04,-0.2081,10,928200,0.9644,107.69,-0.2801,15,471800,0.9572,171.03,-0.0962,2003112206HRL
Table 7,2016,1,32951,"Lafayette, LA",12951,LFT,18,311600,0,292.53,0.2059,4,163900,0,277.75,0.325,14,147700,0,308.93,0.1066,2016112951LFT
Table 7,2016,4,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,26,548700,0.2216,220.79,-0.1288,4,127300,0,240.55,0.1564,22,421400,0.2886,214.82,-0.1959,2016410434AVP
Table 7,2014,2,30469,"Kalamazoo, MI",10469,AZO,23,226300,0,304.57,0.1535,12,119700,0,306.67,0.339,11,106600,0,302.22,-0.0038,2014210469AZO
Table 7,2018,3,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,93,7337000,0.6919,245.27,0.0487,47,3782700,0.5993,212.3,0.0026,46,3554300,0.7904,280.35,0.089,2018313931ORF
Table 7,2017,3,32467,"Miami, FL (Metropolitan Area)",11697,FLL,136,37976800,0.9761,156.44,-0.2087,30,5369900,0.8912,135.4,-0.2459,106,32606900,0.9901,159.91,-0.2032,2017311697FLL
Table 7,2004,4,31977,"Green Bay, WI",11977,GRB,46,1181200,0,190.34,0.0935,12,326500,0,178.67,0.3362,34,854700,0,194.8,0.0281,2004411977GRB
Table 7,2017,2,31267,"Dayton, OH",11267,DAY,63,3301400,0.5024,231.64,-0.0663,27,1575600,0.1745,220.01,-0.0483,36,1725800,0.8018,242.26,-0.0807,2017211267DAY
Table 7,2001,2,31703,"New York City, NY (Metropolitan Area)",12197,HPN,163,2081700,0,296.66,1.0073,57,804500,0,250.14,1.269,106,1277200,0,325.97,0.9012,2001212197HPN
Table 7,2012,4,33277,"Montgomery, AL",13277,MGM,20,277800,0,252.4,0.1076,8,163100,0,240.17,0.098,12,114700,0,269.79,0.12,2012413277MGM
Table 7,2018,4,31504,"Valparaiso, FL",15624,VPS,61,1889600,0.3398,225.5,-0.0546,24,898500,0.4616,188.79,-0.1784,37,991100,0.2294,258.78,0.05,2018415624VPS
Table 7,2021,1,34082,"Punta Gorda, FL",14082,PGD,38,3149300,1,107.79,-0.3789,3,111200,1,78.99,-0.5327,35,3038100,1,108.85,-0.3734,2021114082PGD
Table 7,2019,1,30189,,11109,COS,52,1911900,0.2325,233.45,-0.0346,7,693700,0.4573,181.12,-0.1655,45,1218200,0.1046,263.25,0.0286,2019111109COS
Table 7,2000,2,30977,"Chicago, IL",13930,ORD,170,64713100,0,223.91,0.3427,83,25534800,0,181.74,0.3018,87,39178300,0,251.4,0.3629,2000213930ORD
Table 7,2014,4,31252,"Daytona Beach, FL",11252,DAB,37,715900,0,217.59,-0.114,6,207900,0,207.65,-0.0387,31,508000,0,221.66,-0.1398,2014411252DAB
Table 7,1998,3,30408,"Appleton, WI",10408,ATW,26,496700,0,230.36,0.1651,6,124800,0,232,0.1613,20,371900,0,229.81,0.1664,1998310408ATW
Table 7,2008,2,31695,"Flagstaff, AZ",11695,FLG,8,52100,0,178.92,-0.211,8,52100,0,178.92,-0.211,,,,,,2008211695FLG
Table 7,2000,4,30431,"Asheville, NC",10431,AVL,32,627300,0,202.07,0.0224,19,471000,0,188.94,-0.0081,13,156300,0,241.64,0.1025,2000410431AVL
Table 7,1997,4,34689,"Santa Barbara, CA",14689,SBA,29,920900,0,179.76,-0.018,7,412400,0,95.83,-0.101,22,508500,0,247.83,0.0112,1997414689SBA
Table 7,1997,2,33184,"Saginaw/Bay City/Midland, MI",13184,MBS,34,675100,0,214.29,0.1395,19,353700,0,219.36,0.1729,15,321400,0,208.72,0.1031,1997213184MBS
Table 7,2005,4,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,89,2245200,0.8216,145.52,-0.0899,44,1667500,0.8439,126.43,-0.1515,45,577700,0.7571,200.62,0.0486,2005414098PHF
Table 7,2013,3,32884,"Lansing, MI",12884,LAN,24,485500,0.6604,194,-0.1505,14,367700,0.7803,188.07,-0.127,10,117800,0.2861,212.51,-0.2095,2013312884LAN
Table 7,2013,1,32467,"Miami, FL (Metropolitan Area)",11697,FLL,154,43462700,0.9463,195.73,-0.1173,32,4624200,0.8702,171.36,-0.096,122,38838500,0.9553,198.63,-0.1194,2013111697FLL
Table 7,2007,1,31973,"Gulfport/Biloxi, MS",11973,GPT,44,1278100,0.7402,181.14,-0.1358,12,652100,0.8657,149.36,-0.26,32,626000,0.6096,214.25,-0.0158,2007111973GPT
Table 7,2020,1,31066,"Columbus, OH",11066,CMH,78,10234000,0.7452,215.04,0.0852,40,4337800,0.5628,214.72,0.2628,38,5896200,0.8794,215.27,-0.0163,2020111066CMH
Table 7,2001,3,33851,"Oklahoma City, OK",13851,OKC,77,6100700,0.7377,153.75,-0.1219,29,2658400,0.7474,128.47,-0.2124,48,3442300,0.7302,173.28,-0.0601,2001313851OKC
Table 7,1997,4,30325,"Denver, CO",11292,DEN,138,36173300,0.3439,172.95,-0.0189,28,10002600,0.4762,126.57,-0.1052,110,26170700,0.2934,190.68,0.0057,1997411292DEN
Table 7,2012,3,31714,"Fort Myers, FL",14635,RSW,75,9498700,0.916,174.31,-0.1877,7,642100,1,167.2,-0.1195,68,8856600,0.9099,174.83,-0.192,2012314635RSW
Table 7,2018,3,34711,"Philipsburg/State College, PA",14711,SCE,16,188600,0,305.11,0.2462,6,100900,0,232.73,0.3775,10,87700,0,388.38,0.1693,2018314711SCE
Table 7,2009,2,33277,"Montgomery, AL",13277,MGM,20,224200,0,261.68,0.3251,7,139800,0,266.74,0.3813,13,84400,0,253.31,0.2374,2009213277MGM
Table 7,2006,4,35380,"Traverse City, MI",15380,TVC,22,278700,0,225.37,0.0308,13,139500,0,210.47,0.0107,9,139200,0,240.31,0.0491,2006415380TVC
Table 7,2004,4,31504,"Valparaiso, FL",15624,VPS,46,1033400,0,209.34,0.1575,13,374000,0,188.79,0.0771,33,659400,0,220.99,0.2009,2004415624VPS
Table 7,2009,3,30721,"Boston, MA (Metropolitan Area)",14307,PVD,149,10265300,0.8087,167.03,0.029,38,3484700,0.7989,143.01,0.2323,111,6780600,0.8137,179.37,-0.0361,2009314307PVD
Table 7,2017,1,30721,"Boston, MA (Metropolitan Area)",10721,BOS,132,49114700,0.9161,210.65,-4.1964,34,14410600,0.9759,156.17,-5.5138,98,34704100,0.8913,233.28,-3.8236,2017110721BOS
Table 7,2010,2,34524,"Richmond, VA",14524,RIC,78,6620300,0.6445,189.62,-0.0454,43,3905800,0.589,166.35,-0.0681,35,2714500,0.7243,223.11,-0.0198,2010214524RIC
Table 7,2007,2,30721,"Boston, MA (Metropolitan Area)",14307,PVD,157,11690400,0.7811,170.74,-0.0091,44,3719300,0.7764,139.11,0.1436,113,7971100,0.7833,185.5,-0.0533,2007214307PVD
Table 7,2002,4,31703,"New York City, NY (Metropolitan Area)",11618,EWR,167,38945100,0.0746,207.03,0.2547,53,7643500,0,200.96,0.8833,114,31301600,0.0929,208.52,0.1633,2002411618EWR
Table 7,2016,3,31146,"Charleston/Dunbar, WV",11146,CRW,34,484900,0.0499,290.18,0.1258,17,251700,0,261,0.165,17,233200,0.1038,321.66,0.0936,2016311146CRW
Table 7,2021,2,32896,"Lubbock, TX",12896,LBB,30,1062500,0.8714,200.2,0.0963,9,634800,0.8106,182.31,0.1326,21,427700,0.9617,226.75,0.056,2021212896LBB
Table 7,1999,3,30693,"Nashville, TN",10693,BNA,112,15026200,0.6599,154.69,-0.1198,68,9365300,0.617,138.19,-0.1254,44,5660900,0.731,181.99,-0.1127,1999310693BNA
Table 7,2014,4,30581,"Bangor, ME",10581,BGR,26,534200,0,226.9,-0.0908,10,203400,0,220.93,0.0138,16,330800,0,230.57,-0.1429,2014410581BGR
Table 7,2019,2,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,99,1565100,0.1513,227.45,0.0225,47,775000,0,224.73,0.0668,52,790100,0.2997,230.13,-0.0167,2019210874CAK
Table 7,2018,3,30581,"Bangor, ME",10581,BGR,38,1259200,0.1913,244.65,0.0335,12,535900,0,228.47,0.1449,26,723300,0.3331,256.63,-0.0289,2018310581BGR
Table 7,2018,4,34689,"Santa Barbara, CA",14689,SBA,28,1299000,0.1501,273.48,0.2255,4,385100,0,218.6,0.5734,24,913900,0.2134,296.61,0.1468,2018414689SBA
Table 7,2013,4,30424,"Wausau/Mosinee/Stevens Point, WI",11203,CWA,16,136100,0,267.26,0.0027,,,,,,16,136100,0,267.26,0.0027,2013411203CWA
Table 7,2004,1,31503,"Eagle, CO",11503,EGE,39,1461800,0,249.41,0.3154,6,252700,0,191.1,-0.0645,33,1209100,0,261.6,0.4023,2004111503EGE
Table 7,2015,3,33264,"Medford, OR",13264,MFR,31,1215300,0,199.34,-0.1944,14,894400,0,162.67,-0.266,17,320900,0,301.54,-0.056,2015313264MFR
Table 7,2000,2,30666,"Bellingham, WA",10666,BLI,11,278600,0,136.94,-0.2089,3,117700,0,109.81,-0.3521,8,160900,0,156.8,-0.108,2000210666BLI
Table 7,1998,3,34783,"Springfield, MO",14783,SGF,42,966800,0,216.37,0.0938,10,351500,0,214.33,0.2279,32,615300,0,217.54,0.0304,1998314783SGF
Table 7,2021,2,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,95,6395700,0.6645,216.41,0.0546,48,3072600,0.5717,181.28,0.0166,47,3323100,0.7503,248.9,0.0818,2021213931ORF
Table 7,1997,2,31703,"New York City, NY (Metropolitan Area)",12953,LGA,177,43077800,0,204.02,0.4475,63,17478500,0,161.35,0.8261,114,25599300,0,233.15,0.3184,1997212953LGA
Table 7,2010,3,31503,"Eagle, CO",11503,EGE,8,161800,0,258.26,0.1544,1,76700,0,231.24,0.155,7,85100,0,282.62,0.154,2010311503EGE
Table 7,2003,2,31995,"Greensboro/High Point, NC",11995,GSO,72,4760700,0.4034,170,-0.016,47,3651100,0.4269,157.07,-0.0401,25,1109600,0.3262,212.54,0.0482,2003211995GSO
Table 7,2021,3,32211,"Las Vegas, NV",12889,LAS,169,70098100,0.9864,181.95,-0.0893,36,19574100,0.9961,132.06,-0.1255,133,50524000,0.9827,201.28,-0.0796,2021312889LAS
Table 7,1996,1,31973,"Gulfport/Biloxi, MS",11973,GPT,13,112700,0,161.7,-0.1733,4,38800,0,146.43,-0.0579,9,73900,0,169.73,-0.2167,1996111973GPT
Table 7,1996,4,30423,"Austin, TX",10423,AUS,87,11705700,0.6982,138.89,-0.0883,24,4736400,0.8345,85.15,-0.2571,63,6969300,0.6057,175.42,-0.0144,1996410423AUS
Table 7,1999,1,31624,"Key West, FL",11624,EYW,20,649300,0,172.76,-0.0051,2,116300,0,108.31,-0.1666,18,533000,0,186.82,0.0199,1999111624EYW
Table 7,2000,4,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,144,10681000,0.8396,110.63,-0.1956,24,8243800,0.865,88.69,-0.2338,120,2437200,0.7539,184.83,-0.1249,2000410800BUR
Table 7,1997,1,33316,"Omaha, NE",13871,OMA,69,5685800,0.6601,145.11,-0.169,17,1701600,0.5594,138,-0.1181,52,3984200,0.7031,148.14,-0.1877,1997113871OMA
Table 7,1996,2,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,153,7700600,0.7389,102.82,-0.2126,28,5604100,0.7615,79.21,-0.2653,125,2096500,0.6785,165.94,-0.1332,1996210800BUR
Table 7,2010,3,30423,"Austin, TX",10423,AUS,106,16536000,0.8376,196.34,0.0227,23,3420700,0.8618,159.36,0.0125,83,13115300,0.8313,205.99,0.0248,2010310423AUS
Table 7,2002,2,30325,"Denver, CO",11292,DEN,152,36653500,0.5928,192.86,0.1192,31,8421400,0.8441,161.87,0.0876,121,28232100,0.5179,202.11,0.127,2002211292DEN
Table 7,2007,4,34653,"Tulsa, OK",15370,TUL,71,5340500,0.78,173.42,-0.0731,24,2771000,0.7107,144.32,-0.1071,47,2569500,0.8548,204.8,-0.0455,2007415370TUL
Table 7,2011,4,31135,"Myrtle Beach, SC",13577,MYR,38,1709200,0.6718,143.69,-0.2951,22,1275000,0.6493,131.32,-0.3396,16,434200,0.7377,180,-0.1758,2011413577MYR
Table 7,2008,3,30185,"Alexandria, LA",10185,AEX,14,105400,0,298.01,0.4066,3,40400,0,257.08,0.4346,11,65000,0,323.45,0.3932,2008310185AEX
Table 7,2001,3,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,145,9521500,0.8563,107.07,-0.1439,23,7048200,0.8917,87.77,-0.1709,122,2473300,0.7553,162.08,-0.0985,2001310800BUR
Table 7,2002,2,30615,"El Paso, TX",11540,ELP,72,5421700,0.7789,156.01,-0.096,24,3379900,0.9152,123.18,-0.197,48,2041800,0.5532,210.37,0.0295,2002211540ELP
Table 7,2000,3,30158,"Atlantic City, NJ",10158,ACY,9,1293800,0.9995,96.59,-0.5092,3,205600,0.9995,87.24,-0.5452,6,1088200,0.9995,98.36,-0.5026,2000310158ACY
Table 7,1997,4,32441,"Jackson, WY",12441,JAC,15,135800,0,230.22,0.0322,3,21600,0,203.59,-0.1252,12,114200,0,235.26,0.0635,1997412441JAC
Table 7,2012,3,32070,"Harrisburg, PA",13230,MDT,47,2149600,0.2913,240.29,-0.0029,14,613400,0,271.13,0.3319,33,1536200,0.4076,227.97,-0.1092,2012313230MDT
Table 7,2011,4,31423,"Des Moines, IA",11423,DSM,60,3244000,0.6626,235.3,0.0483,16,881600,0.4731,249.31,0.2892,44,2362400,0.7333,230.08,-0.0253,2011411423DSM
Table 7,2010,1,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,84,2886500,0.9119,156.15,-0.1151,42,1115100,0.8207,146.68,-0.0945,42,1771400,0.9693,162.11,-0.1264,2010110874CAK
Table 7,2002,3,34489,"Bend/Redmond, OR",14489,RDM,10,255700,0,149,-0.1705,5,167000,0,133.95,-0.2604,5,88700,0,177.33,0.0028,2002314489RDM
Table 7,2016,3,34761,"Sanford, FL",14761,SFB,66,4196900,1,83.09,-0.6381,16,1040500,1,75.87,-0.6608,50,3156400,1,85.47,-0.6308,2016314761SFB
Table 7,1997,2,30713,"Boise, ID",10713,BOI,56,3194600,0.6795,144.1,-0.1806,21,2408200,0.7809,111.2,-0.3064,35,786400,0.3689,244.86,0.096,1997210713BOI
Table 7,2016,4,30977,"Chicago, IL",13232,MDW,151,28797500,0.9913,169.6,-0.0641,71,10810000,0.9911,154.76,-0.0486,80,17987500,0.9914,178.52,-0.072,2016413232MDW
Table 7,1999,3,30627,"Bismarck/Mandan, ND",10627,BIS,11,198200,0,205.87,0.0634,4,144400,0,178.45,0.031,7,53800,0,279.48,0.1239,1999310627BIS
Table 7,2006,4,30977,"Chicago, IL",13232,MDW,154,29972800,0.9934,122.44,-0.1952,70,12611500,0.992,101.3,-0.1876,84,17361300,0.9944,137.79,-0.1992,2006413232MDW
Table 7,2002,3,34100,"Philadelphia, PA",14100,PHL,141,27909300,0.2502,192.26,0.1547,68,11478900,0.2086,188.89,0.3841,73,16430400,0.2794,194.61,0.0381,2002314100PHL
Table 7,1999,2,31703,"New York City, NY (Metropolitan Area)",12391,ISP,148,4363000,0.884,124.33,-0.3253,53,786100,0.7794,109.66,-0.0826,95,3576900,0.9069,127.55,-0.3574,1999212391ISP
Table 7,2014,2,30466,"Phoenix, AZ",14107,PHX,163,47911700,0.8996,218.78,-0.0499,31,17404000,0.9206,161.49,-0.0661,132,30507700,0.8876,251.46,-0.0438,2014214107PHX
Table 7,2015,1,30469,"Kalamazoo, MI",10469,AZO,12,105300,0,326.59,0.2326,6,46200,0,338.79,0.5638,6,59100,0,317.06,0.0474,2015110469AZO
Table 7,2012,4,33044,"Louisville, KY",14730,SDF,71,6383500,0.8139,215.84,-0.0345,42,4077200,0.7542,196.29,-0.0628,29,2306300,0.9193,250.42,0.0076,2012414730SDF
Table 7,2020,3,32467,"Miami, FL (Metropolitan Area)",13303,MIA,102,8944500,0.0928,157.13,-0.0288,20,1647500,0,139.98,-0.0285,82,7297000,0.1138,161,-0.0288,2020313303MIA
Table 7,2009,1,34321,"Portland, ME",14321,PWM,49,2582600,0.7412,175.08,-0.0214,17,853500,0.4847,158.57,0.1388,32,1729100,0.8679,183.22,-0.0769,2009114321PWM
Table 7,2010,2,33244,"Memphis, TN",13244,MEM,81,6729800,0.5267,240.07,0.2723,38,3390700,0.602,231.53,0.277,43,3339100,0.4502,248.74,0.2679,2010213244MEM
Table 7,2013,3,31871,"Greenville/Spartanburg, SC",11996,GSP,61,3022800,0.5626,228.19,0.004,33,1952800,0.4337,197.81,-0.0651,28,1070000,0.7978,283.62,0.1083,2013311996GSP
Table 7,2008,1,34057,"Portland, OR",14057,PDX,105,20284000,0.8003,172.09,-0.0606,22,6784200,0.7317,115,-0.1579,83,13499800,0.8348,200.78,-0.0283,2008114057PDX
Table 7,2014,2,31986,"Grand Rapids, MI",11986,GRR,62,4017500,0.718,252.1,0.0648,26,1395500,0.5726,264.52,0.1958,36,2622000,0.7954,245.49,0.0018,2014211986GRR
Table 7,2018,1,31982,"Killeen, TX",11982,GRK,8,56300,0,266.96,-0.0478,,,,,,8,56300,0,266.96,-0.0478,2018111982GRK
Table 7,1996,2,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,173,14001000,0.2434,181.13,0.0495,29,6814200,0.4891,95.76,-0.1778,144,7186800,0.0106,262.08,0.1606,1996214908SNA
Table 7,2008,4,31823,"Fort Wayne, IN",11823,FWA,34,605100,0,239.09,0.0528,16,258200,0,243.87,0.1547,18,346900,0,235.52,-0.0143,2008411823FWA
Table 7,2002,2,31140,"Corpus Christi, TX",11140,CRP,45,1292200,0.6474,150.26,-0.0926,9,775400,0.7236,108.42,-0.2245,36,516800,0.5331,213.03,0.043,2002211140CRP
Table 7,2005,3,34689,"Santa Barbara, CA",14689,SBA,26,881500,0,238.91,0.2352,2,166100,0,159.7,0.0645,24,715400,0,257.3,0.2644,2005314689SBA
Table 7,2012,3,35412,"Knoxville, TN",15412,TYS,62,2654100,0.236,253.72,0.0548,33,1452600,0.1057,231.3,0.0145,29,1201500,0.3935,280.84,0.0982,2012315412TYS
Table 7,2009,4,34699,"Steamboat Springs, CO",12094,HDN,7,109400,0,265.49,0.432,,,,,,7,109400,0,265.49,0.432,2009412094HDN
Table 7,2012,3,30423,"Austin, TX",16440,AUS,107,17450100,0.9072,217.7,0.0423,23,3157800,0.8648,178.2,0.0253,84,14292300,0.9165,226.43,0.0453,2012316440AUS
Table 7,2006,4,31612,"Evansville, IN",11612,EVV,26,389600,0,222.29,0.1391,6,132100,0,217.88,0.6246,20,257500,0,224.56,-0.0084,2006411612EVV
Table 7,2006,2,30852,"Washington, DC (Metropolitan Area)",10821,BWI,181,40529700,0.8934,156.19,-0.1243,82,18793200,0.877,128.29,-0.1053,99,21736500,0.9075,180.31,-0.1356,2006210821BWI
Table 7,2018,2,34783,"Springfield, MO",14783,SGF,46,1724300,0.3988,238.48,0.0125,10,571900,0.1028,262.41,0.2888,36,1152400,0.5456,226.6,-0.0986,2018214783SGF
Table 7,1998,1,31135,"Myrtle Beach, SC",13577,MYR,26,1166500,0.6477,126.63,-0.313,20,817700,0.663,129.05,-0.3234,6,348800,0.6118,120.96,-0.2857,1998113577MYR
Table 7,1996,2,31454,"Orlando, FL",13204,MCO,139,34972600,0.4208,139.86,-0.193,32,5503000,0.435,116.95,-0.1823,107,29469600,0.4181,144.14,-0.1946,1996213204MCO
Table 7,2014,4,30713,"Boise, ID",10713,BOI,63,5291500,0.6145,206.16,-0.0844,20,3826200,0.5612,166.98,-0.1549,43,1465300,0.7538,308.45,0.038,2014410713BOI
Table 7,2010,4,33570,"San Diego, CA",14679,SAN,125,33188400,0.8438,189.69,-0.0428,18,12329200,0.9806,122.64,-0.155,107,20859200,0.7629,229.32,-0.0009,2010414679SAN
Table 7,2016,3,31921,"Grand Junction, CO",11921,GJT,28,477700,0.1796,243.53,-0.041,9,211700,0.4053,181.48,-0.2501,19,266000,0,292.92,0.112,2016311921GJT
Table 7,2007,2,31834,"Fayetteville, AR",15919,XNA,52,1725200,0,278.76,0.4031,13,640000,0,283.74,0.9189,39,1085200,0,275.82,0.2064,2007215919XNA
Table 7,2008,4,32280,"Idaho Falls, ID",12280,IDA,16,265200,0,224.48,0.0668,13,237700,0,203.66,0.0173,3,27500,0,404.4,0.3531,2008412280IDA
Table 7,2011,3,30325,"Denver, CO",11292,DEN,168,62013900,0.9183,183.58,-0.0537,40,16146100,0.9642,141.04,-0.2082,128,45867800,0.9022,198.56,-0.0052,2011311292DEN
Table 7,2001,1,31140,"Corpus Christi, TX",11140,CRP,41,1298800,0.707,144.58,-0.2092,9,788100,0.749,108.2,-0.3178,32,510700,0.6421,200.71,-0.0885,2001111140CRP
Table 7,2001,1,30721,"Boston, MA (Metropolitan Area)",14307,PVD,143,10448300,0.7184,167.1,-0.1594,41,3199400,0.6339,151.15,0.2945,102,7248900,0.7557,174.14,-0.259,2001114307PVD
Table 7,2010,1,33244,"Memphis, TN",13244,MEM,77,5553100,0.45,242.16,0.3248,37,2937100,0.5827,232.04,0.2938,40,2616000,0.3011,253.53,0.3582,2010113244MEM
Table 7,1997,1,33244,"Memphis, TN",13244,MEM,86,5908000,0,214.34,0.316,46,3695500,0,197.28,0.2557,40,2212500,0,242.83,0.4077,1997113244MEM
Table 7,2009,3,31703,"New York City, NY (Metropolitan Area)",11618,EWR,179,36670500,0.2614,207.14,0.2194,62,6214900,0,192.76,0.6046,117,30455600,0.3147,210.08,0.1669,2009311618EWR
Table 7,2013,4,32448,"Jackson/Vicksburg, MS",12448,JAN,48,1968000,0.6423,237.6,0.0423,17,1109100,0.5778,205.63,0.0047,31,858900,0.7256,278.88,0.0808,2013412448JAN
Table 7,1999,4,32951,"Lafayette, LA",12951,LFT,27,387400,0,177.48,-0.1237,7,190800,0,155.48,-0.1451,20,196600,0,198.83,-0.1067,1999412951LFT
Table 7,2009,4,31703,"New York City, NY (Metropolitan Area)",11618,EWR,172,36763700,0.2626,217.79,0.2383,56,6273400,0.0001,201.91,0.6277,116,30490300,0.3166,221.06,0.185,2009411618EWR
Table 7,1999,3,31295,"Detroit, MI",11295,DET,10,744800,0,98.41,-0.1928,8,664900,0,98.61,-0.144,2,79900,0,96.71,-0.4561,1999311295DET
Table 7,2010,2,35412,"Knoxville, TN",15412,TYS,57,2465600,0.1358,247.79,0.203,30,1534700,0.2182,218.52,0.1176,27,930900,0,296.04,0.3264,2010215412TYS
Table 7,2008,3,31136,"Jacksonville, FL",12451,JAX,87,11641200,0.817,172.43,-0.1129,27,4846500,0.8683,149.64,-0.1372,60,6794700,0.7804,188.68,-0.0985,2008312451JAX
Table 7,2016,3,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,17,368200,0,250.25,0.0107,4,159100,0,178.1,-0.0205,13,209100,0,305.14,0.0251,2016314698SBP
Table 7,2014,4,30408,"Appleton, WI",10408,ATW,26,507600,0,246.74,-0.0316,4,50500,0,302.93,0.0804,22,457100,0,240.53,-0.0454,2014410408ATW
Table 7,1996,1,30693,"Nashville, TN",10693,BNA,96,9880900,0.4871,160.77,-0.0309,56,6490700,0.4663,143.6,-0.0629,40,3390200,0.5271,193.64,0.0183,1996110693BNA
Table 7,2013,4,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,162,17420800,0.9392,193.72,-0.0435,22,11169600,0.9866,149.11,-0.0683,140,6251200,0.8547,273.43,-0.0181,2013414831SJC
Table 7,2015,1,33502,"Montrose/Delta, CO",13502,MTJ,27,418600,0,324.55,0.1916,7,131800,0,214.54,-0.1354,20,286800,0,375.1,0.3232,2015113502MTJ
Table 7,1999,2,31973,"Gulfport/Biloxi, MS",11973,GPT,34,992800,0.7324,128.12,-0.3167,12,676300,0.9005,104.43,-0.4196,22,316500,0.3731,178.74,-0.1224,1999211973GPT
Table 7,2009,4,34711,"Philipsburg/State College, PA",14711,SCE,21,252300,0,221.84,-0.0188,6,86900,0,185.55,-0.0335,15,165400,0,240.91,-0.0127,2009414711SCE
Table 7,2021,3,31953,"Gainesville, FL",11953,GNV,25,337700,0,240.07,0.1919,5,113800,0,209.4,0.6131,20,223900,0,255.66,0.0751,2021311953GNV
Table 7,2010,4,34922,"Salinas/Monterey, CA",13476,MRY,21,423400,0,213.39,0.0837,7,254500,0,136.11,-0.0812,14,168900,0,329.85,0.2197,2010413476MRY
Table 7,2020,1,34108,"Peoria, IL",14108,PIA,28,809600,0.6035,171.1,-0.2247,6,132200,0,255.92,0.225,22,677400,0.7213,154.55,-0.3069,2020114108PIA
Table 7,2008,2,30685,"Bloomington/Normal, IL",10685,BMI,37,965000,0.9286,169.02,-0.2202,12,414100,0.895,160.13,-0.2046,25,550900,0.9539,175.7,-0.2306,2008210685BMI
Table 7,2006,1,31977,"Green Bay, WI",11977,GRB,41,1209200,0,191.12,-0.0373,13,306900,0,202.1,0.0959,28,902300,0,187.38,-0.0784,2006111977GRB
Table 7,2013,3,33486,"Missoula, MT",13486,MSO,34,1022200,0,249.27,0.0023,6,391600,0,207.02,-0.0687,28,630600,0,275.51,0.0393,2013313486MSO
Table 7,2016,1,30423,"Austin, TX",10423,AUS,107,19927500,0.9113,231.64,0.1034,23,3034500,0.8316,207.19,0.0708,84,16893000,0.9256,236.03,0.1087,2016110423AUS
Table 7,2005,3,31267,"Dayton, OH",11267,DAY,63,4416400,0.5912,161.73,-0.0987,32,2354900,0.5441,149.86,-0.0688,31,2061500,0.645,175.3,-0.1261,2005311267DAY
Table 7,1998,1,31703,"New York City, NY (Metropolitan Area)",12953,LGA,165,37745900,0.1057,216.49,0.4848,58,14097400,0.0085,171.7,0.9767,107,23648500,0.1637,243.19,0.344,1998112953LGA
Table 7,2009,1,31995,"Greensboro/High Point, NC",11995,GSO,62,2412700,0,187.59,-0.0103,40,1691600,0,173.77,-0.0188,22,721100,0,220.02,0.0058,2009111995GSO
Table 7,2010,4,31003,"Cedar Rapids/Iowa City, IA",11003,CID,45,1396800,0,226.17,0.112,8,305600,0,261.33,0.2585,37,1091200,0,216.33,0.0699,2010411003CID
Table 7,1998,2,31703,"New York City, NY (Metropolitan Area)",11618,EWR,180,43650000,0.0048,221.71,0.2285,64,11275800,0.0185,181.45,0.7136,116,32374200,0,235.73,0.1418,1998211618EWR
Table 7,2021,1,32206,"Harlingen/San Benito, TX",12206,HRL,10,432500,0.5193,144.95,-0.1809,4,154000,0.6701,141.58,-0.0528,6,278500,0.4359,146.81,-0.236,2021112206HRL
Table 7,2016,4,34696,"South Bend, IN",14696,SBN,36,1020700,0.4931,193.05,-0.1664,10,262900,0,238.8,0.219,26,757800,0.6642,177.17,-0.2738,2016414696SBN
Table 7,2003,4,30581,"Bangor, ME",10581,BGR,21,343100,0,186.18,-0.0527,10,131600,0,200.17,0.2498,11,211500,0,177.48,-0.1902,2003410581BGR
